,x,y,goal,header
8949,61,89,False,False
8950,46,93,False,True
8951,46,72,False,False
8952,70,88,False,False
8953,61,94,False,True
8954,67,76,False,False
8955,72,89,False,False
8956,51,92,False,True
8957,41,95,False,True
8958,30,83,False,False
8959,63,80,False,False
8960,75,94,False,False
8961,41,81,False,False
8962,46,86,False,True
8963,41,71,False,False
8964,64,82,False,False
8965,44,88,False,True
8966,47,77,False,False
8967,44,90,False,True
8968,67,82,False,False
8969,51,87,False,False
8970,42,70,False,False
8971,31,70,True,False
8972,66,85,False,True
8973,51,87,False,True
8974,25,91,False,False
8975,33,90,False,False
8976,39,97,True,False
8977,64,91,False,False
8978,27,89,False,True
8979,33,96,False,False
8980,61,74,True,False
8981,72,89,False,True
8982,61,93,False,False
8983,59,90,False,True
8984,25,87,False,False
8985,57,85,False,False
8986,32,90,False,True
8987,45,79,False,False
8988,40,97,False,False
8989,24,91,False,False
8990,50,92,True,True
8991,38,90,False,True
8992,50,83,False,False
8993,53,90,False,False
8994,35,94,False,False
8995,77,78,False,False
8996,58,72,False,False
8997,65,86,False,False
8998,42,90,False,True
8999,63,90,False,False
9000,71,70,False,False
9001,39,92,True,False
9002,36,71,False,False
9003,62,66,False,False
9004,43,78,False,False
9005,56,87,True,False
9006,39,75,False,False
9007,46,89,False,True
9008,66,88,False,False
9009,31,93,False,False
9010,49,83,False,False
9011,70,88,False,False
9012,56,97,False,False
9013,37,87,False,False
9014,37,98,False,False
9015,48,96,False,True
9016,57,92,False,False
9017,31,91,False,False
9018,42,77,False,False
9019,53,93,True,False
9020,62,85,False,False
9021,76,81,False,False
9022,16,69,False,False
9023,58,49,False,False
9024,45,94,False,False
9025,71,90,False,False
9026,43,98,False,True
9027,61,95,False,False
9028,54,97,True,False
9029,32,96,True,False
9030,49,94,False,True
9031,69,90,False,False
9032,23,75,False,False
9033,34,84,False,False
9034,68,87,False,False
9035,34,83,False,False
9036,60,90,True,False
9037,59,91,True,True
9038,24,88,False,False
9039,29,90,False,False
9040,56,81,False,False
9041,36,78,False,False
9042,56,90,True,False
9043,31,80,False,False
9044,55,95,False,True
9045,62,87,False,False
9046,41,80,False,False
9047,46,74,False,False
9048,73,93,False,False
9049,46,90,False,False
9050,55,94,False,True
9051,40,80,False,False
9052,42,88,True,False
9053,73,88,False,False
9054,48,91,True,False
9055,49,88,False,False
9056,66,92,False,False
9057,53,92,False,True
9058,42,97,True,False
9059,40,90,False,True
9060,36,88,False,False
9061,57,68,False,False
9062,47,87,False,False
9063,46,92,False,False
9064,70,89,False,False
9065,45,87,False,False
9066,45,94,False,False
9067,45,91,False,False
9068,46,91,True,False
9069,35,74,False,False
9070,44,86,False,False
9071,38,94,False,False
9072,34,80,False,False
9073,44,86,False,False
9074,51,94,True,True
9075,39,79,False,False
9076,42,91,True,False
9077,68,81,False,False
9078,73,91,False,False
9079,43,90,False,True
9080,67,97,False,False
9081,68,93,False,False
9082,35,79,False,False
9083,45,88,False,False
9084,67,95,False,True
9085,49,87,False,False
9086,51,86,False,True
9087,49,88,False,False
9088,60,89,False,False
9089,64,88,False,False
9090,45,93,False,True
9091,61,97,False,True
9092,49,72,False,False
9093,58,79,False,False
9094,63,83,False,False
9095,33,89,True,False
9096,59,73,False,False
9097,55,90,False,True
9098,42,72,False,False
9099,14,66,False,False
9100,78,87,False,False
9101,63,79,False,False
9102,34,93,False,False
9103,58,90,False,False
9104,35,93,False,False
9105,53,75,False,False
9106,36,90,True,False
9107,41,88,False,False
9108,63,86,False,False
9109,35,70,False,False
9110,74,94,False,False
9111,52,83,False,False
9112,42,76,False,False
9113,73,89,False,False
9114,35,79,False,False
9115,54,69,False,False
9116,70,82,False,False
9117,69,81,False,False
9118,59,99,False,False
9119,43,89,False,True
9120,45,89,False,True
9121,36,81,True,False
9122,32,89,False,False
9123,50,78,False,False
9124,74,77,False,False
9125,65,89,True,False
9126,36,73,False,False
9127,56,71,False,False
9128,64,94,False,False
9129,71,91,True,False
9130,50,77,False,False
9131,31,87,False,False
9132,39,92,False,True
9133,53,98,True,True
9134,44,71,False,False
9135,51,76,False,False
9136,41,78,True,False
9137,64,87,False,False
9138,34,70,False,False
9139,20,73,False,False
9140,27,92,False,False
9141,44,71,False,False
9142,57,96,False,True
9143,32,87,False,True
9144,52,93,False,True
9145,51,79,False,False
9146,49,91,False,True
9147,72,97,False,False
9148,63,89,False,False
9149,26,87,False,False
9150,46,78,False,False
9151,68,90,True,False
9152,40,94,False,False
9153,62,93,False,True
9154,63,82,False,False
9155,32,74,False,False
9156,35,85,False,False
9157,66,91,False,False
9158,28,81,False,False
9159,44,91,True,True
9160,39,88,False,True
9161,49,87,False,False
9162,62,76,False,False
9163,38,77,False,False
9164,64,93,False,False
9165,47,86,False,False
9166,35,83,False,False
9167,40,88,True,False
9168,31,92,True,False
9169,61,93,False,True
9170,27,87,False,False
9171,35,91,False,False
9172,30,76,False,False
9173,28,80,False,False
9174,64,83,False,False
9175,48,91,False,True
9176,58,77,False,False
9177,34,91,False,False
9178,41,96,False,False
9179,64,81,False,False
9180,32,87,False,False
9181,61,76,False,False
9182,72,91,True,False
9183,52,76,False,False
9184,70,79,False,False
9185,42,94,False,False
9186,42,92,False,True
9187,42,89,False,False
9188,65,84,False,False
9189,56,91,False,False
9190,52,87,False,True
9191,36,78,False,False
9192,75,69,False,False
9193,29,76,False,False
9194,53,78,False,False
9195,49,85,False,False
9196,63,89,False,True
9197,43,70,False,False
9198,52,74,True,False
9199,62,93,False,False
9200,63,71,False,False
9201,59,84,False,False
9202,47,88,False,False
9203,50,98,True,False
9204,38,81,False,False
9205,25,69,False,False
9206,28,67,False,False
9207,67,86,False,False
9208,64,93,True,False
9209,25,94,False,False
9210,36,88,False,True
9211,63,93,False,False
9212,50,67,False,False
9213,64,93,False,False
9214,75,88,False,False
9215,37,90,False,True
9216,54,86,False,False
9217,70,88,False,False
9218,42,84,True,False
9219,50,83,False,False
9220,51,92,False,True
9221,29,91,True,False
9222,63,93,False,False
9223,54,94,False,False
9224,64,94,False,True
9225,54,83,False,False
9226,58,87,False,False
9227,35,75,False,False
9228,45,88,False,True
9229,53,83,True,False
9230,50,81,False,False
9231,67,78,False,False
9232,65,70,False,False
9233,63,76,False,False
9234,56,75,False,False
9235,46,83,False,False
9236,54,88,False,False
9237,45,73,False,False
9238,37,97,False,False
9239,22,87,False,False
9240,44,82,False,False
9241,61,68,False,False
9242,31,89,False,False
9243,45,96,False,False
9244,61,73,False,False
9245,55,78,False,False
9246,44,80,False,False
9247,41,87,False,False
9248,52,93,True,False
9249,57,77,False,False
9250,44,69,False,False
9251,48,89,False,True
9252,48,70,False,False
9253,49,73,False,False
9254,44,86,False,False
9255,43,86,False,True
9256,67,78,False,False
9257,33,85,False,False
9258,46,88,False,False
9259,47,91,True,True
9260,41,90,False,True
9261,58,92,False,True
9262,41,88,True,False
9263,41,70,False,False
9264,75,75,False,False
9265,47,94,False,False
9266,62,68,False,False
9267,38,90,False,False
9268,54,74,False,False
9269,40,90,False,False
9270,70,87,False,False
9271,24,76,False,False
9272,21,73,False,False
9273,71,90,False,False
9274,28,77,False,False
9275,28,73,False,False
9276,63,87,False,False
9277,69,90,False,False
9278,42,80,False,False
9279,29,88,False,False
9280,56,91,True,False
9281,70,87,False,False
9282,52,83,False,False
9283,42,88,False,True
9284,82,80,False,False
9285,29,75,False,False
9286,39,91,False,False
9287,31,60,False,False
9288,29,90,False,False
9289,31,77,False,False
9290,33,90,False,False
9291,47,82,False,False
9292,36,95,True,False
9293,67,74,False,False
9294,57,88,False,False
9295,52,87,False,False
9296,65,90,False,False
9297,28,92,False,False
9298,30,93,False,False
9299,30,91,False,False
9300,41,72,False,False
9301,32,80,False,False
9302,60,91,True,False
9303,29,72,False,False
9304,37,90,False,False
9305,56,93,True,False
9306,28,71,False,False
9307,46,78,False,False
9308,66,68,False,False
9309,59,75,False,False
9310,65,73,False,False
9311,45,93,True,False
9312,46,92,False,True
9313,76,83,False,False
9314,44,80,False,False
9315,92,76,False,False
9316,67,96,False,False
9317,36,70,False,False
9318,40,76,False,False
9319,52,92,False,True
9320,52,89,False,False
9321,52,90,False,True
9322,58,88,False,False
9323,36,89,False,True
9324,27,88,False,False
9325,62,91,False,True
9326,68,89,False,False
9327,69,80,False,False
9328,21,68,False,False
9329,84,88,True,False
9330,29,85,False,False
9331,50,73,False,False
9332,36,82,False,False
9333,41,88,False,True
9334,25,87,False,False
9335,57,90,False,False
9336,56,91,False,True
9337,66,93,False,False
9338,25,79,False,False
9339,24,93,False,False
9340,37,81,True,False
9341,66,84,False,False
9342,48,94,False,False
9343,46,78,False,False
9344,38,85,False,False
9345,53,75,False,False
9346,45,89,False,True
9347,56,72,False,False
9348,43,87,False,False
9349,33,93,False,False
9350,52,91,False,True
9351,60,76,False,False
9352,68,91,False,False
9353,56,89,False,True
9354,66,81,False,False
9355,52,96,True,True
9356,55,86,False,False
9357,31,91,True,False
9358,41,91,True,False
9359,45,86,True,False
9360,33,90,False,False
9361,64,91,True,False
9362,33,93,False,False
9363,38,73,False,False
9364,68,92,False,False
9365,66,79,False,False
9366,59,90,True,False
9367,50,88,False,True
9368,42,76,False,False
9369,73,79,False,False
9370,43,87,False,True
9371,64,74,False,False
9372,71,87,False,False
9373,53,88,False,True
9374,68,81,False,False
9375,54,65,False,False
9376,47,86,False,False
9377,32,88,False,False
9378,39,91,False,False
9379,71,97,False,False
9380,59,96,False,True
9381,42,95,False,False
9382,62,79,False,False
9383,69,89,False,False
9384,76,76,False,False
9385,39,86,False,False
9386,33,88,False,False
9387,65,85,False,False
9388,68,90,False,False
9389,45,94,False,False
9390,51,92,False,True
9391,31,82,False,False
9392,39,69,False,False
9393,31,74,False,False
9394,66,90,False,False
9395,60,94,False,True
9396,28,76,False,False
9397,56,87,False,True
9398,56,91,False,True
9399,36,80,True,False
9400,64,74,False,False
9401,22,86,False,False
9402,49,96,False,True
9403,68,72,False,False
9404,33,90,False,False
9405,33,81,False,False
9406,61,96,False,False
9407,45,75,False,False
9408,48,90,False,False
9409,46,96,True,True
9410,56,91,False,True
9411,27,87,False,False
9412,29,74,False,False
9413,69,75,False,False
9414,48,97,False,False
9415,79,83,False,False
9416,43,91,False,False
9417,70,88,False,False
9418,50,91,False,True
9419,37,75,False,False
9420,41,96,True,False
9421,64,92,False,False
9422,44,93,True,True
9423,47,88,True,False
9424,44,87,False,True
9425,34,87,False,False
9426,21,88,False,False
9427,49,81,False,False
9428,33,78,False,False
9429,34,68,False,False
9430,30,70,False,False
9431,37,92,True,False
9432,27,91,False,False
9433,57,91,False,False
9434,39,96,False,False
9435,48,96,False,False
9436,44,89,False,True
9437,53,71,False,False
9438,59,86,False,False
9439,35,86,False,False
9440,49,87,False,False
9441,66,86,False,False
9442,51,93,False,True
9443,31,86,False,False
9444,64,90,False,True
9445,48,88,False,True
9446,55,86,False,False
9447,27,90,False,False
9448,48,89,False,False
9449,55,93,False,False
9450,70,87,False,False
9451,61,90,False,False
9452,66,84,False,False
9453,59,98,False,False
9454,16,73,False,False
9455,19,78,False,False
9456,46,75,False,False
9457,48,86,False,False
9458,63,89,False,False
9459,63,93,False,False
9460,49,78,False,False
9461,30,76,False,False
9462,46,80,False,False
9463,52,90,False,True
9464,48,92,True,True
9465,65,94,False,False
9466,29,87,False,False
9467,74,78,False,False
9468,47,91,False,True
9469,72,90,False,False
9470,59,83,False,True
9471,39,72,False,False
9472,42,72,False,False
9473,35,86,False,False
9474,46,89,False,True
9475,45,89,False,False
9476,49,76,False,False
9477,53,80,False,False
9478,59,75,False,False
9479,28,86,False,False
9480,44,74,False,False
9481,29,87,False,False
9482,41,72,False,False
9483,40,77,False,False
9484,54,78,False,False
9485,51,89,False,True
9486,42,79,False,False
9487,46,87,True,False
9488,57,81,False,False
9489,44,95,False,False
9490,62,94,False,False
9491,46,91,False,True
9492,37,77,False,False
9493,51,91,False,True
9494,52,88,True,True
9495,46,86,True,False
9496,49,93,False,True
9497,31,89,False,False
9498,34,74,False,False
9499,31,80,False,False
9500,60,89,False,False
9501,69,88,False,False
9502,46,82,False,False
9503,49,82,False,False
9504,63,89,False,False
9505,46,91,False,False
9506,52,87,False,False
9507,62,79,False,False
9508,51,81,False,False
9509,64,76,False,False
9510,24,81,False,False
9511,38,89,False,False
9512,50,75,False,False
9513,27,82,False,False
9514,37,85,False,False
9515,39,70,False,False
9516,63,87,False,False
9517,38,88,False,True
9518,46,86,False,False
9519,41,92,False,True
9520,71,94,False,False
9521,33,82,True,False
9522,47,71,False,False
9523,45,87,False,False
9524,55,94,False,True
9525,71,91,True,False
9526,69,90,False,True
9527,31,88,True,False
9528,33,78,False,False
9529,44,95,True,False
9530,65,91,False,False
9531,52,96,True,False
9532,35,77,False,False
9533,63,90,False,False
9534,58,72,False,False
9535,44,67,False,False
9536,28,75,False,False
9537,60,95,True,True
9538,63,77,False,False
9539,35,71,False,False
9540,67,75,False,False
9541,58,79,False,False
9542,46,92,False,True
9543,62,94,False,True
9544,61,77,False,False
9545,58,85,False,False
9546,68,87,False,False
9547,72,92,False,False
9548,51,87,False,True
9549,56,95,False,False
9550,70,90,False,False
9551,66,92,False,True
9552,51,93,True,False
9553,67,79,False,False
9554,72,78,False,False
9555,46,93,False,True
9556,27,80,False,False
9557,33,86,False,False
9558,33,95,False,False
9559,28,81,False,False
9560,56,94,False,True
9561,46,94,False,True
9562,31,86,False,False
9563,47,93,False,True
9564,30,86,False,False
9565,72,92,False,False
9566,48,97,True,False
9567,13,49,False,False
9568,58,48,False,False
9569,54,82,False,False
9570,33,74,False,False
9571,35,88,False,False
9572,40,94,False,True
9573,59,90,False,False
9574,60,70,False,False
9575,44,71,False,False
9576,47,89,True,False
9577,43,72,False,False
9578,35,84,False,False
9579,31,94,False,False
9580,36,77,False,False
9581,31,88,False,False
9582,30,86,False,False
9583,47,90,False,False
9584,34,92,True,False
9585,47,79,False,False
9586,49,81,False,False
9587,26,76,False,False
9588,19,80,False,False
9589,29,94,False,False
9590,58,90,False,True
9591,27,88,False,False
9592,31,86,False,False
9593,26,80,False,False
9594,44,87,False,False
9595,40,75,False,False
9596,50,90,True,False
9597,62,91,False,False
9598,34,87,False,False
9599,48,95,False,True
9600,87,85,False,False
9601,44,78,False,False
9602,48,93,True,False
9603,68,95,False,False
9604,42,90,False,False
9605,34,80,False,False
9606,56,81,False,False
9607,29,79,False,False
9608,38,91,False,False
9609,55,73,False,False
9610,53,94,False,True
9611,45,89,False,True
9612,55,89,False,True
9613,59,99,False,True
9614,32,87,True,False
9615,68,95,False,False
9616,27,94,False,False
9617,64,81,False,False
9618,72,96,False,False
9619,39,85,False,False
9620,54,90,False,True
9621,58,92,False,False
9622,41,95,False,False
9623,65,89,False,False
9624,41,77,False,False
9625,55,94,False,True
9626,77,88,False,False
9627,48,93,False,True
9628,56,87,False,True
9629,74,89,False,False
9630,67,78,False,False
9631,78,92,False,False
9632,67,78,False,False
9633,35,92,False,True
9634,35,96,True,True
9635,23,78,False,False
9636,60,88,True,False
9637,42,95,False,True
9638,51,99,True,False
9639,55,74,False,False
9640,61,97,True,True
9641,53,88,False,False
9642,35,88,False,True
9643,43,71,False,False
9644,68,86,False,False
9645,31,75,False,False
9646,30,77,False,False
9647,39,90,False,True
9648,35,88,False,False
9649,42,92,True,True
9650,48,83,True,False
9651,48,74,False,False
9652,71,86,False,True
9653,60,96,True,False
9654,64,87,False,True
9655,61,77,False,False
9656,72,92,False,False
9657,26,88,False,False
9658,73,88,False,False
9659,57,79,False,False
9660,46,95,False,False
9661,38,90,True,False
9662,51,82,False,False
9663,49,90,True,True
9664,71,89,False,True
9665,57,90,False,False
9666,74,78,False,False
9667,66,94,False,False
9668,57,72,False,False
9669,54,97,True,False
9670,30,80,False,False
9671,39,86,False,True
9672,69,89,False,False
9673,63,86,False,False
9674,40,90,False,False
9675,52,87,True,False
9676,60,87,False,False
9677,41,72,False,False
9678,38,96,False,True
9679,47,89,False,True
9680,55,97,True,False
9681,34,79,False,False
9682,68,88,False,False
9683,39,91,True,True
9684,55,74,False,False
9685,43,75,False,False
9686,20,80,False,False
9687,30,89,False,False
9688,43,91,False,True
9689,69,91,True,False
9690,31,74,False,False
9691,69,88,False,False
9692,33,86,True,False
9693,14,76,False,False
9694,62,79,False,False
9695,67,75,False,False
9696,58,72,False,False
9697,18,85,False,False
9698,67,74,False,False
9699,61,88,True,False
9700,48,72,False,False
9701,36,68,False,False
9702,45,82,False,False
9703,67,83,False,False
9704,68,94,False,True
9705,27,85,False,False
9706,56,90,False,False
9707,52,91,True,False
9708,60,88,False,False
9709,43,93,False,True
9710,14,87,False,False
9711,63,88,False,False
9712,63,74,False,False
9713,32,89,False,False
9714,30,84,False,False
9715,55,90,False,True
9716,60,91,True,False
9717,47,93,False,True
9718,52,88,True,True
9719,45,90,False,False
9720,69,79,False,False
9721,58,98,True,True
9722,67,93,False,False
9723,62,96,False,True
9724,46,92,False,False
9725,50,89,False,False
9726,33,79,False,False
9727,55,79,False,False
9728,71,91,False,False
9729,72,80,False,False
9730,58,96,False,False
9731,76,81,False,False
9732,44,93,True,False
9733,37,90,False,False
9734,62,93,False,False
9735,58,90,False,True
9736,69,90,False,False
9737,42,91,False,True
9738,40,88,False,False
9739,68,91,False,False
9740,58,84,False,False
9741,70,90,False,False
9742,62,92,False,True
9743,62,53,False,False
9744,48,73,False,False
9745,27,76,False,False
9746,43,74,False,False
9747,44,87,True,False
9748,62,87,False,True
9749,51,79,False,False
9750,29,77,False,False
9751,47,95,False,False
9752,50,93,False,True
9753,39,81,False,False
9754,69,75,False,False
9755,68,86,False,False
9756,38,90,False,True
9757,41,90,False,False
9758,66,92,False,False
9759,75,69,False,False
9760,35,84,False,False
9761,62,89,False,False
9762,61,84,False,False
9763,40,87,False,True
9764,59,87,False,True
9765,70,89,False,False
9766,71,88,False,False
9767,48,92,False,False
9768,38,91,True,False
9769,51,81,False,False
9770,70,72,False,False
9771,42,89,True,True
9772,71,74,False,False
9773,40,80,False,False
9774,45,88,False,False
9775,45,88,True,False
9776,53,91,True,True
9777,38,97,False,True
9778,53,86,False,False
9779,51,86,True,False
9780,68,92,False,False
9781,56,96,True,False
9782,45,81,False,False
9783,62,92,False,False
9784,44,70,False,False
9785,51,94,False,False
9786,31,93,False,False
9787,35,89,True,False
9788,43,91,True,True
9789,26,76,False,False
9790,59,90,False,False
9791,62,90,False,False
9792,44,81,False,False
9793,59,91,False,True
9794,71,90,False,False
9795,47,98,True,True
9796,42,87,False,False
9797,54,93,True,False
9798,33,80,False,False
9799,47,96,True,True
9800,49,86,True,False
9801,39,80,False,False
9802,44,79,False,False
9803,71,83,False,False
9804,30,74,False,False
9805,51,89,False,True
9806,53,71,False,False
9807,57,94,False,False
9808,70,86,False,False
9809,27,76,False,False
9810,48,90,False,False
9811,44,97,False,False
9812,40,97,False,False
9813,37,91,True,False
9814,45,97,False,False
9815,72,88,False,False
9816,38,90,False,False
9817,65,90,False,False
9818,43,96,False,True
9819,57,97,False,True
9820,39,77,False,False
9821,60,77,False,False
9822,72,79,False,False
9823,29,72,False,False
9824,51,87,False,True
9825,67,88,False,False
9826,64,85,False,False
9827,70,77,False,False
9828,68,91,False,False
9829,58,89,False,False
9830,61,91,True,False
9831,46,88,False,True
9832,63,87,False,False
9833,47,89,False,True
9834,47,87,False,False
9835,56,92,False,False
9836,33,90,False,False
9837,53,93,False,False
9838,42,89,False,False
9839,54,95,True,False
9840,56,74,False,False
9841,47,88,False,True
9842,48,81,False,False
9843,39,96,False,False
9844,45,88,False,True
9845,54,73,False,False
9846,39,95,False,False
9847,55,82,False,False
9848,55,88,True,True
9849,46,92,False,True
9850,58,90,False,True
9851,60,92,False,False
9852,30,82,False,False
9853,62,82,False,False
9854,50,78,False,False
9855,64,95,False,False
9856,69,71,False,False
9857,72,90,False,False
9858,57,94,False,True
9859,48,92,False,True
9860,36,89,False,False
9861,60,92,False,False
9862,69,90,False,False
9863,71,80,False,False
9864,55,96,True,True
9865,64,90,False,False
9866,38,82,False,False
9867,59,88,False,False
9868,50,90,False,True
9869,57,74,False,False
9870,37,92,False,False
9871,59,90,False,False
9872,42,92,False,False
9873,54,96,True,False
9874,56,92,True,False
9875,62,92,False,False
9876,40,89,False,False
9877,63,89,False,False
9878,64,88,False,True
9879,68,86,False,False
9880,16,74,False,False
9881,46,88,True,False
9882,48,86,False,True
9883,33,93,False,False
9884,66,77,False,False
9885,67,93,False,False
9886,58,97,False,False
9887,44,79,False,False
9888,49,89,True,False
9889,60,89,False,False
9890,44,89,False,False
9891,48,89,False,False
9892,50,91,False,False
9893,54,80,False,False
9894,54,87,False,False
9895,44,74,False,False
9896,49,91,False,False
9897,47,91,False,True
9898,30,93,False,False
9899,68,74,False,False
9900,44,91,False,True
9901,42,93,False,False
9902,53,90,False,False
9903,58,92,False,False
9904,55,91,False,False
9905,54,73,False,False
9906,67,94,False,False
9907,39,89,True,False
9908,66,85,False,False
9909,58,89,False,False
9910,50,89,True,False
9911,64,91,False,True
9912,35,70,False,False
9913,58,90,False,False
9914,43,91,False,True
9915,33,92,False,False
9916,41,91,False,True
9917,60,85,False,False
9918,44,92,True,False
9919,53,89,True,False
9920,41,69,False,False
9921,47,74,False,False
9922,69,70,False,False
9923,60,87,True,False
9924,38,81,False,False
9925,59,90,False,True
9926,61,96,False,True
9927,57,96,True,False
9928,45,70,False,False
9929,21,89,False,False
9930,69,96,False,False
9931,30,88,False,False
9932,47,85,False,False
9933,52,92,False,False
9934,63,81,False,False
9935,48,90,False,False
9936,56,91,False,True
9937,17,90,False,False
9938,41,90,False,False
9939,72,80,False,False
9940,62,88,False,False
9941,66,79,False,False
9942,49,80,False,False
9943,68,89,False,True
9944,45,88,False,True
9945,30,88,False,False
9946,21,77,False,False
9947,35,88,False,True
9948,68,94,False,False
9949,61,61,False,False
9950,30,89,False,False
9951,49,83,False,False
9952,64,77,False,False
9953,25,73,False,False
9954,48,87,False,False
9955,52,92,False,True
9956,52,92,False,True
9957,47,74,False,False
9958,54,89,False,False
9959,55,98,False,False
9960,75,83,False,False
9961,59,82,False,False
9962,34,79,False,False
9963,57,74,False,False
9964,72,90,True,False
9965,36,75,False,False
9966,58,87,False,False
9967,49,95,True,False
9968,43,97,False,False
9969,70,83,False,False
9970,60,91,True,False
9971,35,91,False,False
9972,52,76,False,False
9973,39,86,False,False
9974,59,89,False,False
9975,29,81,False,False
9976,76,86,False,False
9977,42,91,False,False
9978,57,93,True,True
9979,70,85,False,False
9980,53,75,True,False
9981,65,89,False,False
9982,25,87,False,False
9983,34,88,False,False
9984,45,76,False,False
9985,68,78,False,False
9986,52,96,True,True
9987,43,92,False,True
9988,31,93,True,False
9989,54,88,True,False
9990,70,95,True,False
9991,51,87,False,False
9992,35,89,True,False
9993,31,86,True,False
9994,66,80,False,False
9995,46,82,True,False
9996,83,40,False,False
9997,29,87,False,False
9998,72,95,False,False
9999,34,77,False,False
10000,35,87,False,False
10001,73,90,False,False
10002,77,74,False,False
10003,51,87,False,False
10004,42,90,False,True
10005,41,85,False,False
10006,28,80,False,False
10007,11,70,False,False
10008,66,90,False,False
10009,60,73,False,False
10010,24,73,False,False
10011,58,81,False,False
10012,62,83,False,False
10013,63,82,False,False
10014,54,91,False,False
10015,52,94,False,False
10016,32,89,False,True
10017,47,69,False,False
10018,39,97,False,False
10019,67,86,False,False
10020,45,91,False,False
10021,56,86,False,False
10022,39,91,False,False
10023,55,92,False,False
10024,63,86,True,False
10025,63,92,False,False
10026,36,76,False,False
10027,52,74,False,False
10028,66,86,False,False
10029,63,92,False,False
10030,53,92,False,True
10031,41,99,False,False
10032,39,75,False,False
10033,51,73,False,False
10034,64,78,False,False
10035,15,73,False,False
10036,42,73,False,False
10037,73,93,False,False
10038,41,89,False,False
10039,41,81,False,False
10040,49,93,False,True
10041,46,96,False,False
10042,32,85,False,False
10043,50,75,False,False
10044,50,76,False,False
10045,47,86,False,False
10046,32,80,False,False
10047,75,78,False,False
10048,51,78,False,False
10049,32,75,False,False
10050,40,76,False,False
10051,46,96,False,True
10052,50,75,False,False
10053,67,74,False,False
10054,64,87,True,False
10055,23,78,False,False
10056,37,90,True,False
10057,68,76,False,False
10058,47,78,False,False
10059,40,80,False,False
10060,32,79,False,False
10061,55,72,False,False
10062,38,92,False,False
10063,16,74,False,False
10064,46,89,False,True
10065,54,74,False,False
10066,33,95,False,False
10067,61,91,False,False
10068,32,82,False,False
10069,62,93,False,False
10070,51,93,False,False
10071,39,76,False,False
10072,72,83,False,False
10073,71,90,False,False
10074,47,99,True,False
10075,24,73,False,False
10076,52,93,False,True
10077,35,77,False,False
10078,31,79,False,False
10079,42,79,False,False
10080,40,75,False,False
10081,56,69,False,False
10082,45,89,True,False
10083,69,81,False,False
10084,59,75,False,False
10085,71,90,False,False
10086,34,85,False,False
10087,36,77,False,False
10088,49,82,False,False
10089,30,87,False,False
10090,60,96,False,False
10091,52,84,False,False
10092,54,93,False,True
10093,48,80,False,False
10094,39,92,False,True
10095,39,72,False,False
10096,51,88,False,True
10097,27,94,False,False
10098,39,91,False,True
10099,28,73,False,False
10100,22,74,False,False
10101,60,69,False,False
10102,42,90,False,True
10103,73,73,False,False
10104,30,80,False,False
10105,54,92,False,True
10106,63,92,False,True
10107,58,96,False,False
10108,45,83,False,False
10109,65,93,False,True
10110,64,74,False,False
10111,59,93,False,True
10112,71,81,False,False
10113,56,69,False,False
10114,54,87,False,False
10115,40,88,False,False
10116,67,89,False,False
10117,47,92,False,False
10118,44,81,True,False
10119,35,72,False,False
10120,43,77,False,False
10121,36,89,False,False
10122,22,90,False,False
10123,23,93,False,False
10124,28,92,False,False
10125,65,78,False,False
10126,33,95,False,False
10127,42,85,False,False
10128,29,72,False,False
10129,22,79,False,False
10130,59,93,False,False
10131,44,95,True,True
10132,42,83,False,False
10133,51,88,False,False
10134,60,83,False,False
10135,69,94,False,False
10136,60,79,False,False
10137,71,89,True,False
10138,40,77,False,False
10139,73,95,True,False
10140,62,91,False,True
10141,40,97,False,True
10142,37,92,False,False
10143,42,89,False,True
10144,47,74,False,False
10145,39,90,False,False
10146,65,94,False,True
10147,25,86,False,False
10148,36,82,False,False
10149,32,88,False,False
10150,55,86,True,False
10151,38,89,False,False
10152,82,78,False,False
10153,66,91,False,False
10154,64,88,False,True
10155,64,88,True,False
10156,35,99,False,False
10157,56,73,False,False
10158,26,89,False,False
10159,41,87,True,False
10160,29,86,False,False
10161,46,73,False,False
10162,44,89,False,False
10163,66,74,False,False
10164,35,97,True,False
10165,57,77,False,False
10166,37,88,True,False
10167,31,73,False,False
10168,55,90,False,False
10169,57,91,False,True
10170,35,90,False,False
10171,30,76,False,False
10172,41,88,False,True
10173,62,97,False,False
10174,64,77,True,False
10175,48,88,True,False
10176,37,92,False,False
10177,49,91,False,True
10178,33,78,False,False
10179,59,69,False,False
10180,71,91,False,False
10181,47,96,True,False
10182,72,92,False,False
10183,37,72,False,False
10184,50,83,False,False
10185,44,94,False,True
10186,29,90,False,False
10187,52,72,False,False
10188,31,93,False,False
10189,36,91,True,False
10190,63,92,False,False
10191,52,89,False,False
10192,54,87,False,False
10193,49,71,False,False
10194,54,94,False,False
10195,52,89,False,True
10196,37,77,False,False
10197,57,90,False,False
10198,69,76,False,False
10199,43,91,False,False
10200,43,87,False,False
10201,51,91,False,True
10202,29,89,False,False
10203,61,77,False,False
10204,46,87,False,True
10205,34,80,False,False
10206,66,86,False,False
10207,61,89,False,True
10208,65,80,False,False
10209,34,76,False,False
10210,69,88,False,False
10211,40,89,False,False
10212,26,90,False,False
10213,42,78,False,False
10214,39,86,False,False
10215,39,91,False,False
10216,57,85,False,False
10217,65,78,False,False
10218,49,78,False,False
10219,70,91,False,False
